Bird on a Wire;John Badham;Comedy, Crime;
Blind Faith;Paul Wendkos;Crime drama;"made for TV; based on book by Joe McGinniss"
Bloodfist II;Andy Blumenthal;Action;sequel
Blue Steel;Kathryn Bigelow;Thriller;
The Bonfire of the Vanities;Brian De Palma;Comedy, Drama;"from Tom Wolfe novel; 5 Razzie nominations"
Bride of Re-Animator;Brian Yuzna;Horror and Priquitianism;
Cadence;Martin Sheen;Drama;
Cadillac Man;Roger Donaldson;Comedy;
Camp Cucamonga;Roger Duchowny;Comedy;made for TV
Captain America;Albert Pyun;Action;based on character from Marvel Comics
Cartoon All-Stars to the Rescue;;Animated;
Catchfire;"""Alan Smithee""";Drama;released as Backtrack
Challenger;Ben Jordan;Drama;made for TV
Checkered Flag;John Glen, Michael Levine;Drama;made for TV
Child in the Night;;Drama;made for TV
Child's Play 2;John Lafia;Horror;
China Cry;James F. Collier;Drama;
The China Lake Murders;Alan Metzger;Crime drama;made for TV
China O'Brien;Robert Clouse;Martial arts;
Class of 1999;Mark L. Lester;Science fiction;
Coins in the Fountain;;Romantic comedy;remake of 1954 film
Come See the Paradise;Alan Parker;Drama;
Coupe de Ville;Joe Roth;Comedy;
Crash and Burn;Charles Band;Science fiction;
Crazy People;Tony Bill;Comedy;
Cry-Baby;John Waters;Musical comedy;became Broadway show
Daddy's Dyin': Who's Got the Will?;Jack Fisk;Comedy;
Dances with Wolves;Kevin Costner;Drama, Western;won 7 Academy Awards
Deep Throat 2;;Adult;
The Dark Side of the Moon;D. J. Webster;Science fiction;
Darkman;Sam Raimi;Action;
Daughter of Darkness;Stuart Gordon;Horror;made for TV
Days of Thunder;Tony Scott;Drama;features NASCAR drivers
Death Machine;Stephen Norrington;Science fiction;
Death Warrant;Richard C. Sarafian;Action;
Deceptions;;Drama;made for TV
Decoration Day;Robert Markowitz;Drama;made for TV
Def by Temptation;James Bond III;Horror;
Delta Force 2: The Colombian Connection;Aaron Norris;Action;sequel
Denial;Erin Dignam;Drama;
Desperate Hours;Michael Cimino;Suspense;remake of 1955 film
Dick Tracy;Warren Beatty;Comedy, Fantasy;"based on comic strip; Stephen Sondheim music"
Die Hard 2;Renny Harlin;Action;"sequel; set in Dulles Airport"
A Divine Double Feature;;;
Dorf Goes Auto Racing;;Comedy;
Downtown;Richard Benjamin;Comedy;
Dream Machine;Lyman Dayton;Thriller;
Dreams;Akira Kurosawa;Magic realism;
DuckTales the Movie: Treasure of the Lost Lamp;;Animated film;
Edward Scissorhands;Tim Burton;Comedy, Fantasy;Price's final film
The End of Innocence;Dyan Cannon;Drama;
Ernest Goes to Jail;John R. Cherry III;Comedy;4th of series
Everybody Wins;Karel Reisz;Drama;written by Arthur Miller
The Exorcist III;William Peter Blatty;Horror;2nd sequel to The Exorcist
Eyes on the Prize;;Documentary;About the Civil Rights Movement
Faces of Death IV;;Documentary;
Far Out Man;Tommy Chong;Comedy;
The Final Sanction;David A. Prior;;
Fire Birds;David Green;Action;
The First Power;Robert Resnikoff;Horror;
Flashback;Franco Amurri;Comedy;
Flatliners;Joel Schumacher;Drama, Horror;Remake of 2017 film
The Forbidden Dance;Greydon Clark;Drama;
The Fourth War;John Frankenheimer;Drama;
Frankenhooker;Frank Henenlotter;Comedy;
Frankenstein Unbound;Roger Corman;Horror;
The Freshman;Andrew Bergman;Comedy;
Full Fathom Five;Carl Franklin;Action;
Funny About Love;Leonard Nimoy;Romantic comedy;
Getting Lucky;Michael Paul Girard;Comedy;
Ghost;Jerry Zucker;Drama;Oscar for Goldberg
Ghost Dad;Sidney Poitier;Comedy;
Ghosts Can't Do It;John Derek;Comedy;Winner of 4 Razzies
Girlfriend from Hell;Daniel M. Peterson;;
The Godfather Part III;Francis Ford Coppola;Crime drama;"2nd sequel to The Godfather; nominated for 7 Oscars"
Goodfellas;Martin Scorsese;Crime drama;"based on Nicholas Pileggi novel; nominated for 6 Oscars"
Graffiti Bridge;Prince;Drama;5 Razzie nominations
Green Card;Peter Weir;Comedy;
Gremlins 2: The New Batch;Joe Dante;Sci-fi comedy;sequel to Gremlins
The Grifters;Stephen Frears;Crime drama;"based on Jim Thompson novel; nominated for 4 Oscars"
Grim Prairie Tales;Wayne Coe;Horror;
The Guardian;William Friedkin;Horror;
Guns;Andy Sidaris;Action;
The Guyver;Steve Wang;Sci-fi;
The Handmaid's Tale;Volker Schlöndorff;Science fiction, drama;based on novel by Margaret Atwood
Hard to Kill;Bruce Malmuth;Action;
Hardware;Richard Stanley;Horror;
Havana;Sydney Pollack;Drama;
Heart Condition;James D. Parriott;Comedy;
Henry & June;Philip Kaufman;Drama, Biography;first film rated NC-17
Home Alone;Chris Columbus;Comedy, Family;"Top-grossing film of 1990; 2 sequels"
Hot Cars, Cold Facts;;Short subject;Educational
The Hot Spot;Dennis Hopper;Crime drama;
House Party;Reginald Hudlin;Comedy;
The Hunt for Red October;John McTiernan;Drama, Adventure;based on novel by Tom Clancy
I Come in Peace;Craig Baxley;Science fiction;
I Love You to Death;Lawrence Kasdan;Comedy;
I'm Dangerous Tonight;Tobe Hooper;Horror;made for TV
Industrial Symphony No. 1;David Lynch;Short subject;
Initiation: Silent Night, Deadly Night 4;Brian Yuzna;Horror;sequel
Internal Affairs;Mike Figgis;Suspense;
Iron & Silk;;;
It;Tommy Lee Wallace;Horror;TV miniseries
Jacob's Ladder;Adrian Lyne;Suspense;
Jetsons: The Movie;;Animated;based on the TV series
Joe Versus the Volcano;John Patrick Shanley;Romantic comedy;
The Kill-Off;Maggie Greenwald;Drama;
Killer Tomatoes Strike Back;John DeBello;Comedy;"sequel; direct-to-video"
Kindergarten Cop;Ivan Reitman;Comedy, Family;
King of New York;Abel Ferrara;Crime drama;
Laser Mission;Brandon Lee;Action;direct-to-video
The Last of the Finest;John Mackenzie;Crime;
Leatherface: The Texas Chainsaw Massacre III;;Horror;sequel
The Lemon Sisters;Joyce Chopra;Drama;
Lionheart;;Action;
The Long Walk Home;Richard Pearce;Drama;
Look Who's Talking Too;Amy Heckerling;Comedy;Look Who's Talking sequel
Loose Cannons;Bob Clark;Action comedy;
Lord of the Flies;Harry Hook;Drama;based on William Golding novel
Love at Large;Alan Rudolph;Romance;
Mack the Knife;Menahem Golan;Drama;based on Threepenny Opera
Madhouse;Tom Ropelewski;Comedy;
A Man Called Sarge;Stuart Gillard;Comedy;World War II comedy
Maniac Cop 2;William Lustig;Horror;sequel
Marked for Death;Dwight H. Little;Action;
Martians Go Home;David Odell;Comedy, Science fiction;based on Fredric Brown novel
Masters of Menace;Daniel Raskov;;
Megaville;Peter Lehner;Science fiction;Direct to video
Memphis Belle;Michael Caton-Jones;Drama, War;based on William Wyler documentary
Men at Work;Emilio Estevez;Comedy;
Men Don't Leave;Paul Brickman;Drama;
Men of Respect;William C. Reilly;Crime drama;based on Macbeth and Joe MacBeth
Meridian: Kiss of the Beast;;;
Mermaids;Richard Benjamin;Comedy;based on Patty Dann novel
Metamorphosis: The Alien Factor;Glenn Takajian;Science fiction;
Metropolitan;Whit Stillman;Drama;
Miami Blues;George Armitage;Crime drama;based on Charles Willeford novel
Miller's Crossing;Joel Coen;Crime drama;
Misery;Rob Reiner;Thriller;"based on Stephen King novel; Oscar for Bates"
Mister Frost;Philippe Setbon;Thriller;
Mister Johnson;Bruce Beresford;Drama;
Mo' Better Blues;Spike Lee;Drama;
Mob Story;;Drama;Canadian
A Mom for Christmas;George T. Miller;Family;Made for TV
Moon 44;Roland Emmerich;Science fiction;
Mother Goose Rock 'n' Rhyme;;Family;Made for TV
Mountains of the Moon;Bob Rafelson;Drama;story of Richard Francis Burton
Mr. Destiny;James Orr;Drama;
Mr. and Mrs. Bridge;James Ivory;Drama;based on Evan S. Connell novel
Murder in Mississippi;Roger Young;Drama;Made for TV
My Blue Heaven;Herbert Ross;Comedy;screenplay by Nora Ephron
Narrow Margin;Peter Hyams;Suspense;remake of 1952 film
Navy SEALs;Lewis Teague;Action;
The NeverEnding Story II: The Next Chapter;George T. Miller;Fantasy;sequel
Night Eyes;Jag Mundhra;Drama;
Night of the Living Dead;Tom Savini;Horror;remake of 1968 film
Nightbreed;Clive Barker;Horror;
Ninja Academy;;Martial arts;
No Retreat, No Surrender 3: Blood Brothers;Lucas Lowe;Action;"sequel; Direct to video"
The Nutcracker Prince;Paul Schibli;Animated;
Opportunity Knocks;Donald Petrie;Comedy;
Pacific Heights;John Schlesinger;Thriller;
Paris Is Burning;Jennie Livingston;Documentary;
The Pit and the Pendulum;Stuart Gordon;Horror;based on Edgar Allan Poe story
Plunder & Lightning;Larry Latham, Robert Taylor;Animated;made for TV
Postcards from the Edge;Mike Nichols;Comedy, Drama;based on novel by Carrie Fisher
Predator 2;Stephen Hopkins;Sci-fi;sequel to Predator
Presumed Innocent;Alan J. Pakula;Crime drama;based on novel by Scott Turow
Pretty Woman;Garry Marshall;Romantic comedy;Golden Globe for Roberts
Problem Child;Dennis Dugan;Comedy;2 sequels
Prom Night III: The Last Kiss;Ron Oliver;Horror;"sequel; direct-to-video"
Psycho IV: The Beginning;Mick Garris;Horror;final sequel to Psycho
Pump Up the Volume;Allan Moyle;Comedy, Drama;
Q&A;Sidney Lumet;Crime drama;based on a novel by Edwin Torres
Quick Change;Howard Franklin, Bill Murray;Crime comedy;only film directed by Murray
Quigley Down Under;Simon Wincer;Western;set in Australia
Ralph S. Mouse;;;
The Reflecting Skin;Philip Ridley;Drama;
Repossessed;Bob Logan;Comedy;parody of The Exorcist
The Rescuers Down Under;;Animated film;sequel to The Rescuers
Revenge;Tony Scott;Drama;based on novel by Jim Harrison
Reversal of Fortune;Barbet Schroeder;Drama;Oscar for Irons
RoboCop 2;Irvin Kershner;Science fiction;sequel to 1987 film
Robot Jox;Stuart Gordon;Science fiction;
Rock 'n' Roll High School Forever;Deborah Brock;Comedy;
Rocky V;John Avildsen;Drama;"4th sequel to Rocky; 7 Razzie nominations"
Roller Coaster Rabbit;;;
Romeo-Juliet;Armando Acosta;Drama, Comedy;"Shakespeare with cats; very limited release"
The Rookie;Clint Eastwood;Crime drama;
Rose Kennedy: A Life to Remember;Terry Sanders;Documentary short subject;Oscar nominee
Rosencrantz & Guildenstern Are Dead;Tom Stoppard;Drama;based on Tom Stoppard's play
The Russia House;Fred Schepisi;Drama;Based on novel by John le Carré
Shipwrecked;Nils Gaup;Adventure;Sweden
A Shock to the System;Jan Egleson;Thriller;from Simon Brett novel
Short Time;Gregg Champion;Comedy;
A Show of Force;Bruno Barreto;Drama;Maravilla Hill case
The Shrimp on the Barbie;"""Alan Smithee""";Comedy;
Sibling Rivalry;Carl Reiner;Comedy;
Side Out;Peter Israelson;Drama, Sports;
Slumber Party Massacre 3;Sally Mattison;Horror;sequel
Sorority House Massacre 2;Jim Wynorski;Horror;sequel
Snake Eater II: The Drug Buster;George Erschbamer;Action;sequel
Solar Crisis;"""Alan Smithee""";Science fiction;
Somebody Has to Shoot the Picture;Frank Pierson;Drama;made for TV
Soultaker;Michael Rissi;Suspense;
Spaced Invaders;Patrick Read Johnson;Science fiction;
Spirit of '76;Lucas Reiner;Comedy;
Spontaneous Combustion;Tobe Hooper;Horror;
Spymaker: The Secret Life of Ian Fleming;Ferdinand Fairfax;Biography;made for TV
Stanley & Iris;Martin Ritt;Romantic drama;from Pat Barker novel
State of Grace;Phil Joanou;Crime drama;Ennio Morricone score
Stella;John Erman;Drama;remake of 1925 and 1937 films
Strike It Rich;James Scott;Comedy;
Taking Care of Business;Arthur Hiller;Comedy;co-written by J. J. Abrams
Tales from the Darkside: The Movie;John Harrison;Horror;based on the TV series
Teenage Mutant Ninja Turtles;Steve Barron;Action;based on the TV series
Terminal City Ricochet;;Drama;Philippines
Texasville;Peter Bogdanovich;Drama;"based on Larry McMurtry novel; sequel to The Last Picture Show"
That's Black Entertainment;;Documentary;based on That's Entertainment
Three Men and a Little Lady;Emile Ardolino;Comedy;sequel to Three Men and a Baby
Till There Was You;Michael Thomas;;Australia
Time of Love;;;Iran-Turkey
Too Much Sun;Robert Downey, Sr.;Comedy;
To Sleep with Anger;Charles Burnett;Drama;
Total Recall;Paul Verhoeven;Science fiction;based on Philip K. Dick story
Treasure Island;Fraser Clarke Heston;Adventure;"Made for TV; based on novel by Robert Louis Stevenson"
Tremors;Ron Underwood;Horror, Comedy;Underwood's first film
Troll 2;;;sequel
Troll 3;;;sequel
Trust;Hal Hartley;Romantic comedy;
Tune in Tomorrow;Jon Amiel;Comedy;aka Aunt Julia and the Scriptwriter
Twisted Obsession;Fernando Trueba;Thriller;Spain
The Two Jakes;Jack Nicholson;Crime drama;sequel to Chinatown
Vincent & Theo;Robert Altman;Drama;produced by the BBC
Voodoo Dawn;Steven Fierberg;Horror;
Welcome Home, Roxy Carmichael;Jim Abrahams;Comedy;
When You Remember Me;Harry Winer;Drama;made for TV
Where the Heart Is;John Boorman;Drama;
White Hunter Black Heart;Clint Eastwood;Drama;from Peter Viertel novel
White Palace;Luis Mandoki;Drama;from Glenn Savan novel
White Room;Patricia Rozema;Drama;Canada
Why Me?;Gene Quintano;Drama;
Wild Orchid;Zalman King;Drama;
Wild at Heart;David Lynch;Drama;from Barry Gifford novel
Witchcraft II: The Temptress;Mark Woods;Sci-fi;sequel
The Witches;Nicolas Roeg;Fantasy;"from Roald Dahl story; Remake of 1966 film"
Without You I'm Nothing;John Boskovich;Performance;
Young Guns II;Geoff Murphy;Western;Young Guns sequel
Zapped Again!;Doug Campbell;Comedy;Zapped! sequel
12:01 PM;Jonathan Heap;Short subject;25 minutes
29th Street;George Gallo;Drama;Fox
Across the Tracks;Sandy Tung;Drama;
The Addams Family;Barry Sonnenfeld;Comedy;Charles Addams characters
All I Want for Christmas;Robert Lieberman;Comedy;Paramount
An American Tail: Fievel Goes West;;Animated;sequel to An American Tail
And the Sea Will Tell;;Drama;made for TV
Another You;Maurice Phillips;Comedy;Pryor-Wilder final pairing
At Play in the Fields of the Lord;Héctor Babenco;Drama;from Peter Matthiessen novel
Backdraft;Ron Howard;Drama;3 Oscar nominations
Barton Fink;Coen brothers;Drama;Palme d'Or winner
Beauty and the Beast;Gary Trousdale, Kirk Wise;Animated;6 Oscar nominations
Bill & Ted's Bogus Journey;Peter Hewitt;Comedy;sequel to Bill & Ted's Excellent Adventure
Billy Bathgate;Robert Benton;Drama;novel by E. L. Doctorow
Bingo;Matthew Robbins;Family;TriStar
Blue Desert;Bradley Battersby;Thriller;
Body Parts;Eric Red;Horror;from Boileau-Narcejac story
The Boneyard;James Cummins;Horror;direct to video
The Borrower;John McNaughton;Horror;Cannon
Boyz n the Hood;John Singleton;Drama;2 Oscar nominations
Breathing Fire;Lou Kennedy;Martial arts;direct-to-video
Bride of Re-Animator;Brian Yuzna;Horror;sequel to Re-Animator
A Brief History of Time;Errol Morris;Documentary;
Brother Future;Ray Capanella II;Sci-fi;made for TV
Bugsy;Barry Levinson;Drama, Biography;"11 Oscar nominations; story of Bugsy Siegel"
The Butcher's Wife;Terry Hughes;Comedy;Paramount
By the Sword;Jeremy Paul Kagan;Action;
Cape Fear;Martin Scorsese;Thriller;"remake of 1962 film; nominated for 2 Oscars"
Captain America;Albert Pyun;Action;from Marvel comic
Career Opportunities;Bryan Gordon;Comedy;John Hughes script
The Chase;Paul Wendkos;CrimeDrama;made for TV
Children of the Night;Tony Randel;Horror;
Child's Play 3;Jack Bender;Horror;sequel
Chopper Chicks in Zombietown;Dan Hoskins;Comedy, Horror;
Chuck Amuck: The Movie;;Documentary;
City of Hope;John Sayles;Drama;
City Slickers;Ron Underwood;Comedy;Oscar for Palance
Class Action;Michael Apted;Drama;Fox
Class of Nuke 'Em High II: Subhumanoid Meltdown;Eric Louzil, Donald Jackson;Horror;sequel to Class of Nuke 'Em High
Closet Land;Radha Bharadwaj;Drama;Universal
Cold Heaven;Nicolas Roeg;Drama;
The Commitments;Alan Parker;Musical;from Roddy Doyle book
Company Business;Nicholas Meyer;Spy;MGM
Cool as Ice;David Kellogg;Drama;7 Razzie nominations
Curly Sue;John Hughes;Comedy;Hughes's final film
The Dark Backward;Adam Rifkin;Comedy;
The Dark Wind;Errol Morris;Crime;
Daughters of the Dust;Julie Dash;Drama;
Dead Again;Kenneth Branagh;Thriller;Paramount
Deceived;Damian Harris;Thriller;Buena Vista
Defending Your Life;Albert Brooks;Comedy;Warner Bros.
Defenseless;Martin Campbell;Crime;
Delirious;Tom Mankiewicz;Comedy;last Raymond Burr film
Do or Die;Andy Sidaris;Action;preceded by Guns
Doc Hollywood;Michael Caton-Jones;Comedy;Warner Bros.
The Doctor;Randa Haines;Drama;Touchstone
Dogfight;Nancy Savoca;Drama, War;
Don't Tell Mom the Babysitter's Dead;Stephen Herek;Comedy;
The Doors;Oliver Stone;Drama, Biography;story of Jim Morrison and The Doors
Double Impact;Sheldon Lettich;Action;
Drop Dead Fred;Ate de Jong;Comedy;New Line
Dutch;Peter Faiman;Comedy;Fox
Dying Young;Joel Schumacher;Drama;Fox
Edge of Honor;Michael Spence;Thriller;
Ernest Scared Stupid;John R. Cherry III;Comedy;preceded by Ernest Goes to Jail
Eve of Destruction;Duncan Gibbins;Action;MGM
Eyes of an Angel;Robert Harmon;Drama;
F/X2;Richard Franklin;Suspense;sequel to F/X
Father of the Bride;Charles Shyer;Comedy;remake of 1950 film
Final Approach;Eric Steven Stahl;Action;
The Fisher King;Terry Gilliam;Drama, Comedy;Oscar for Ruehl
The Five Heartbeats;Robert Townsend;Musical;
Flight of the Intruder;John Milius;Action;Paramount
For the Boys;Mark Rydell;Drama, Musical;Golden Globe for Midler
Frankie and Johnny;Garry Marshall;Romance;based on Terrence McNally play
Freddy's Dead: The Final Nightmare;Rachel Talalay;Horror;preceded by A Nightmare on Elm Street 5: The Dream Child
Fried Green Tomatoes;Jon Avnet;Comedy;from Fannie Flagg novel
Grand Canyon;Lawrence Kasdan;Drama;Fox
Guilty by Suspicion;Irwin Winkler;Drama;Warner Bros.
Hangin' with the Homeboys;Joseph Vasquez;Comedy;
Hard Promises;Martin Davidson;Drama;Columbia
The Hard Way;John Badham;Comedy;Universal
Harley Davidson and the Marlboro Man;Simon Wincer;Action;MGM
He Said, She Said;Ken Kwapis;Comedy;Paramount
Hear My Song;Peter Chelsom;Comedy;
Hearts of Darkness: A Filmmaker's Apocalypse;George Hickenlooper, Eleanor Coppola;Documentary;on filming of Francis Coppola's Apocalypse Now
The Heroes of Desert Storm;;;
Highlander II: The Quickening;Russell Mulcahy;Science fiction;sequel to Highlander
Highway 61;Bruce McDonald;Drama;
The Hitman;Aaron Norris;Action;Cannon
Homicide;David Mamet;Drama;
Hook;Steven Spielberg;Adventure;based on Peter Pan
Hot Shots!;Jim Abrahams;Comedy;
The Hours and Times;Christopher Münch;Drama;
House Party 2;;Comedy;sequel
Hudson Hawk;Michael Lehmann;Comedy;won 3 Razzie awards
If Looks Could Kill;William Dear;Comedy;Warner Bros.
The Indian Runner;Sean Penn;Drama;MGM
The Inner Circle;Andrei Konchalovsky;Drama;Columbia
JFK;Oliver Stone;Drama, Biography;"on Kennedy assassination; 8 Oscar nominations"
Johnny Suede;Tom DiCillo;Comedy;
Jungle Fever;Spike Lee;Drama;Universal
Kafka;Steven Soderbergh;Mystery;
Killer Tomatoes Eat France;John De Bello;Comedy, Horror;20th Century Fox, New World Pictures
King Ralph;David S. Ward;Comedy;Universal
A Kiss Before Dying;James Dearden;Thriller;"Universal; Remake of 1956 film"
L.A. Story;Mick Jackson;Comedy;TriStar
The Last Boy Scout;Tony Scott;Action;Warner Bros.
Liebestraum;Mike Figgis;Drama;Novak's final film
Life Stinks;Mel Brooks;Comedy;MGM
The Linguini Incident;Richard Shepard;;
Little Man Tate;Jodie Foster;Drama;Orion
Love Hurts;Bud Yorkin;Drama;Vestron
Madonna: Truth or Dare;Alek Keshishian;Documentary;
The Man in the Moon;Robert Mulligan;Drama;Witherspoon film debut
The Marrying Man;Jerry Rees;Comedy;written by Neil Simon
McBain;James Glickenhaus;Drama;
Meet the Applegates;Michael Lehmann;Comedy;New World
Men of Respect;William C. Reilly;Crime drama;based on Macbeth
Mississippi Masala;Mira Nair;Drama;
Mobsters;Michael Karbelnikoff;Crime drama;Universal
Mortal Thoughts;Alan Rudolph;Suspense;Columbia
My Girl;Howard Zieff;Comedy, Drama;Columbia
My Own Private Idaho;Gus Van Sant;Avant-garde;
Mystery Date;Jonathan Wacks;Comedy;
The Naked Gun 2½: The Smell of Fear;David Zucker;Comedy;sequel
Naked Lunch;David Cronenberg;Drama;book by William Burroughs
Necessary Roughness;Stan Dragoti;Comedy;
New Jack City;Mario Van Peebles;Crime drama;Warner Bros.
Night on Earth;Jim Jarmusch;Comedy;
Not Without My Daughter;Brian Gilbert;Drama;story of Betty Mahmoody
Nothing but Trouble;Dan Aykroyd;Comedy;6 Razzie nominations
The Object of Beauty;Michael Lindsay-Hogg;Crime comedy;
Once Around;Lasse Hallström;Rom Com;Universal
One Good Cop;Heywood Gould;Crime;
Only the Lonely;Chris Columbus;Comedy;Fox
Oscar;John Landis;Comedy;Buena Vista
Other People's Money;Norman Jewison;Drama, Comedy;based on a play by Jerry Sterner
Out for Justice;John Flynn;Action;
Paradise;MaryAgnes Donoghue;Drama;
Paris Trout;Stephen Gyllenhaal;Drama;from Pete Dexter book
Pastime;Robin B. Armstrong;Sports drama;
The People Under the Stairs;Wes Craven;Horror;
Perfect Harmony;Will Mackenzie;;
The Perfect Weapon;;Action;
Point Break;Kathryn Bigelow;Action;
Poison;Todd Haynes;Drama;
The Prince of Tides;Barbra Streisand;Drama;based on a novel by Pat Conroy
Problem Child 2;Brian Levant;Comedy;preceded by Problem Child
Puppet Master II;David W. Allen;Horror;
Puppet Master III: Toulon's Revenge;David DeCoteau;Horror;
Pure Luck;Nadia Tass;Comedy;
A Rage in Harlem;Bill Duke;Drama;
Rambling Rose;Martha Coolidge;Drama;
The Rapture;Michael Tolkin;Drama;
Regarding Henry;Mike Nichols;Drama;written by J. J. Abrams
Return to the Blue Lagoon;William A. Graham;Adventure;"sequel to The Blue Lagoon; 5 Razzie nominations"
Ricochet;Russell Mulcahy;Thriller;
Road to Ruin;Charlotte Brandon;Comedy;
Robin Hood: Prince of Thieves;Kevin Reynolds;Adventure;
The Rocketeer;Joe Johnston;Action;
Rover Dangerfield;James L. George;Animated;
Run;Geoff Burrowes;Action;
Rush;Lili Fini Zanuck;Drama;
Scenes from a Mall;Paul Mazursky;Comedy;
Scissors;Frank de Felitta;Thriller;
Scorchers;David Beaird;Drama;
The Search for Signs of Intelligent Life in the Universe;John Bailey;Comedy;Performance
Sgt. Kabukiman N.Y.P.D.;;;
Shadows and Fog;Woody Allen;Comedy;
Shattered;Wolfgang Petersen;Suspense;
Shout;;Drama;
Showdown in Little Tokyo;Mark L. Lester;Action;
The Silence of the Lambs;Jonathan Demme;Thriller;"5 Academy Awards; based on a novel by Thomas Harris"
Slacker;Richard Linklater;Experimental;
Sleeping with the Enemy;Joseph Ruben;Thriller;
Soapdish;Michael Hoffman;Comedy;
Sometimes They Come Back;Tom McLoughlin;Science fiction;based on a story by Stephen King
Star Trek VI: The Undiscovered Country;Nicholas Meyer;Sci-fi;preceded by Star Trek V: The Final Frontier
Stepping Out;;Drama, Musical;based on a play by Richard Harris
Stone Cold;Craig Baxley;Action;
Straight Out of Brooklyn;Matty Rich;Drama;
Strictly Business;Kevin Hooks;Comedy;
Suburban Commando;Burt Kennedy;Science fiction comedy;
The Super;Rod Daniel;Comedy;
Switch;Blake Edwards;Comedy;
The Taking of Beverly Hills;Sidney J. Furie;Action;
Talent for the Game;Robert M. Young;Sports;
Talkin' Dirty After Dark;Topper Carew;Comedy;
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;Michael Pressman;Action comedy, Family;preceded by Teenage Mutant Ninja Turtles
Terminator 2: Judgment Day;James Cameron;Science fiction;preceded by The Terminator
Thelma & Louise;Ridley Scott;Drama;6 Oscar nominations
There's Nothing Out There;Rolfe Kanefsky;Comedy horror;
Together Alone;P.J. Castellaneta;Drama;
Toy Soldiers;Daniel Petrie, Jr.;Thriller;
Triple Bogey on a Par Five Hole;Amos Poe;Crime comedy;
True Colors;Herbert Ross;Drama;Widmark's final film
True Identity;Charles Lane;;
Two Evil Eyes;Dario Argento, George A. Romero;Horror;
Victim of Love;Jerry London;Thriller;
What About Bob?;Frank Oz;Comedy;
White Fang;Randal Kleiser;Drama;
Whore;Ken Russell;Drama;
Wild Hearts Can't Be Broken;Steve Miner;Drama;
Year of the Gun;John Frankenheimer;Thriller;
1492: Conquest of Paradise;Ridley Scott;Drama, Biography;on Christopher Columbus
1991: The Year Punk Broke;Dave Markey;Documentary;
3 Ninjas;Jon Turteltaub;Comedy;
Aladdin;John Musker,Ron Clements;Animated, Comedy;"Disney; 5 Oscar nominations"
Alien 3;David Fincher;Sci-fi;2nd sequel
American Me;Edward James Olmos;Crime drama;Universal
Article 99;Howard Deutch;Drama;Orion
The Babe;Arthur Hiller;Biography;story of Babe Ruth
Bad Lieutenant;Abel Ferrara;Crime drama;sequel in 2009
Basic Instinct;Paul Verhoeven;Erotic Thriller;sequel in 2006
Batman Returns;Tim Burton;Superhero;sequel to 1989 film
Beauty and the Beast;2 directors;Animated;Japan
Bébé's Kids;Bruce Smith;;
Beethoven;Brian Levant;Family;5 sequels
Blame It on the Bellboy;Mark Herman;Comedy;filmed in Venice
Blown Away;Brenton Spencer;Drama;
Bob Roberts;Tim Robbins;Comedy;script by Robbins
The Bodyguard;Mick Jackson;Crime, Romance;7 Razzie nominations
Boomerang;Reginald Hudlin;Comedy;4 MTV Award nominations
Brain Donors;Dennis Dugan;Comedy;Marx Brothers parody
Bram Stoker's Dracula;Francis Ford Coppola;Horror;won 3 Oscars
Buffy the Vampire Slayer;Fran Rubel Kuzui;Comedy;became TV series
Candyman;Bernard Rose;Slasher;TriStar
Captain Ron;Thom Eberhardt;Comedy;Touchstone
Chain of Desire;Temístocles López;Romance;
Chaplin;Richard Attenborough;Biography;"Charlie Chaplin bio; BAFTA for Downey"
Child of Rage;;Drama;TV
Children of the Corn II: The Final Sacrifice;David F. Price;Horror;sequel
Christopher Columbus: The Discovery;John Glen;Adventure, Biography;6 Razzie nominations
Claire of the Moon;;;
Class Act;Randall Miller;Comedy;
Consenting Adults;Alan J. Pakula;Thriller;Hollywood Pictures
Cool World;Ralph Bakshi;Fantasy;Animation, live-action mix
CrissCross;Chris Menges;Drama;MGM
Crossing the Bridge;Mike Binder;Drama;
Cruel Doubt;Yves Simoneau;Crime drama;"TV; from Joe McGinniss book"
The Cutting Edge;Paul Michael Glaser;Romance;led to 3 sequels
Death Becomes Her;Robert Zemeckis;Comedy;Oscar for visual effects
Deep Cover;Bill Duke;Thriller;New Line Cinema
Diggstown;Michael Ritchie;Drama;aka Midnight Sting
The Distinguished Gentleman;Jonathan Lynn;Comedy;Hollywood Pictures
Dr. Giggles;Manny Coto;Horror;Universal
Encino Man;Les Mayfield;Comedy;aka California Man
Equinox;Alan Rudolph;Drama;4 Spirit nominations
Falling from Grace;John Mellencamp;Drama;from Larry McMurtry story
Far and Away;Ron Howard;Drama;"Universal; based on land run"
FernGully: The Last Rainforest;Bill Kroyer;Animated;20th Century Fox
A Few Good Men;Rob Reiner;Drama;based on play by Aaron Sorkin
Fifty/Fifty;Charles Martin Smith;Comedy;Cannon
Final Analysis;Phil Joanou;Thriller;3 Razzie nominations
Folks!;Ted Kotcheff;Comedy;Fox
Forever Young;Steve Miner;Fantasy;written by J. J. Abrams
Four Eyes and Six Guns;Piers Haggard;Comedy Western;
Freejack;Geoff Murphy;Sci-fi;Warner Bros.
Frozen Assets;George T. Miller;Comedy;RKO, Fox
Gas Food Lodging;Allison Anders;Drama;Cineville
Gladiator;Rowdy Herrington;Drama;Columbia
